Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H3_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_NC3H7_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_PC4H9_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,1110.32,0.2365664,-9.239E12,1696.252,0.0,1696.252,1.0,0.2031835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986357,0.1992409,0.1593998,0.3983123,9.439816,6.781959E-5,535452.9,535452.9
2.64192E-7,2.379615E-10,6.283185,3.141593,6.283185,1110.137,0.2365664,-1.206473E13,1695.69,2.456513E8,1695.69,0.9999933,0.2031835,5.391318E-7,1.203304E-9,8.54471E-6,9.080394E-9,7.495895E-5,4.18377E-5,3.423134E-8,3.20175E-11,6.5098E-9,1.035996E-4,8.891698E-5,7.315279E-5,1.041919E-10,2.16088E-9,5.468067E-9,1.489261E-4,5.359755E-5,1.461761E-6,1.853899E-13,2.757622E-10,5.264177E-15,5.890746E-5,2.480465E-9,1.531446E-5,5.904578E-5,0.03986348,0.1986449,0.1586613,0.3978686,9.438308,6.783076E-5,535367.4,535367.4
1.943678E-6,1.751561E-9,6.283185,3.141593,6.283185,1109.074,0.2365664,-1.327678E13,1691.315,2.448812E8,1691.315,0.9999933,0.2031837,1.065285E-5,2.002849E-7,1.581411E-4,8.782409E-7,9.380246E-4,7.542751E-4,2.307617E-6,5.863442E-9,6.137319E-7,0.001159391,0.001569592,5.259811E-4,6.645837E-9,1.152321E-7,5.002923E-7,0.001641564,9.25358E-4,7.210948E-5,6.252665E-11,4.802425E-8,9.176253E-12,0.001004928,1.296743E-6,2.471797E-4,9.797118E-4,0.0398625,0.1950175,0.1541941,0.3956604,9.422979,6.789578E-5,534497.8,534497.8
1.379551E-5,1.246896E-8,6.283185,3.141593,6.283185,1103.0,0.2365664,-9.646392E12,1665.016,2.402524E8,1665.016,0.9999938,0.2031999,1.019477E-4,1.300264E-5,0.001353392,4.694429E-5,0.006449035,0.007029777,8.317034E-5,1.495432E-6,4.61241E-5,0.006049282,0.01036599,0.003218535,2.919964E-7,5.066645E-6,2.89933E-5,0.007771585,0.006031004,0.001983357,1.213902E-8,3.591901E-6,2.176779E-8,0.006287542,1.16784E-4,0.0015657,0.006297868,0.03982913,0.1753725,0.1308517,0.3821828,9.327536,6.826966E-5,529084.0,529084.0
4.265214E-5,3.874301E-8,6.283185,3.141593,6.283185,1094.737,0.2365664,-5.376223E12,1624.042,2.330408E8,1624.042,0.9999944,0.203327,2.527226E-4,1.379103E-4,0.004995213,3.518828E-4,0.01386528,0.02430906,4.145357E-4,2.858379E-5,5.150277E-4,0.008695996,0.02398379,0.007214844,2.453776E-6,3.784634E-5,2.67973E-4,0.009014526,0.01325577,0.007652853,3.464834E-7,3.218348E-5,1.349148E-6,0.01344266,0.001010118,0.003324956,0.01429927,0.03960007,0.1478481,0.1007629,0.355768,9.166662,6.878494E-5,519958.9,519958.9
1.196031E-4,1.092845E-7,6.283185,3.141593,6.283185,1088.986,0.2365664,-1.91502E12,1574.711,2.243582E8,1574.711,0.9999948,0.2037383,2.823889E-4,0.001145153,0.01464629,0.001587759,0.01413989,0.06014652,0.001358301,3.171783E-4,0.002722769,0.005830529,0.04549077,0.009947196,1.854923E-5,1.695529E-4,0.001287925,0.004224747,0.0221157,0.01816936,9.082594E-6,1.455487E-4,2.350407E-5,0.02305004,0.004127016,0.005214259,0.02557661,0.03886219,0.1133922,0.06763852,0.3059,8.935154,6.914817E-5,506827.0,506827.0
2.977113E-4,2.727605E-7,6.283185,3.141593,6.283185,1091.045,0.2365664,-5.257584E11,1538.969,2.180674E8,1538.969,0.9999947,0.2041832,1.947558E-4,0.004961487,0.02155846,0.004825512,0.007435378,0.101648,0.00193114,0.001395555,0.006596903,0.002508315,0.07135476,0.009271159,8.414331E-5,4.266313E-4,0.00272342,0.001602367,0.03133395,0.03131287,8.347492E-5,3.594109E-4,1.263837E-4,0.03148115,0.008700648,0.006599068,0.03564209,0.03791794,0.08026835,0.04049081,0.2418059,8.715868,6.901766E-5,494388.5,494388.5
6.887282E-4,6.296961E-7,6.283185,3.141593,6.283185,1099.599,0.2365664,-1.584518E11,1516.951,2.14192E8,1516.951,0.999994,0.2044035,1.294932E-4,0.01273813,0.01918589,0.01088864,0.003947648,0.1438043,0.001679213,0.00332432,0.01040535,0.001157126,0.09811267,0.007883754,2.563155E-4,7.909134E-4,0.003829799,7.366151E-4,0.0405556,0.04589346,3.999148E-4,6.844445E-4,3.884324E-4,0.03501984,0.01335149,0.007365937,0.0414106,0.03701427,0.05000552,0.02006525,0.1711282,8.524348,6.848081E-5,483525.0,483525.0
9.563249E-4,8.725517E-7,6.283185,3.141593,6.283185,1103.955,0.2365664,-1.069452E11,1509.893,2.129498E8,1509.893,0.9999937,0.2044255,1.087334E-4,0.01692382,0.01669025,0.01378081,0.003166851,0.1618647,0.001562917,0.004356825,0.01172309,8.500626E-4,0.1085665,0.007445364,3.72381E-4,9.708638E-4,0.00413722,5.352805E-4,0.04358757,0.05205045,6.693097E-4,8.585863E-4,5.614803E-4,0.03466538,0.01500516,0.007454411,0.04196334,0.0366563,0.03894993,0.01384003,0.1419837,8.451209,6.821058E-5,479380.2,479381.4
9.911229E-4,9.040658E-7,6.283185,3.141593,6.283185,1104.437,0.2365664,-1.026172E11,1509.148,2.128186E8,1509.148,0.9999937,0.2044257,1.065645E-4,0.01741233,0.01639521,0.01409715,0.003090686,0.1638818,0.00155088,0.004480785,0.01185627,8.210089E-4,0.1096798,0.007402794,3.870413E-4,9.918902E-4,0.004164922,5.16065E-4,0.04387541,0.05272593,7.055888E-4,8.794562E-4,5.832679E-4,0.03455708,0.01517137,0.007454751,0.04194919,0.03661747,0.03780104,0.01323701,0.1388288,8.443347,6.818078E-5,478934.3,478935.6
0.001010943,9.220094E-7,6.283185,3.141593,6.283185,1104.705,0.2365664,-1.002842E11,1508.736,2.127461E8,1508.736,0.9999937,0.2044257,1.053778E-4,0.01768556,0.01623048,0.01427209,0.003049039,0.1650038,0.001544234,0.004550508,0.01192907,8.052431E-4,0.1102941,0.007379621,3.953422E-4,0.001003669,0.004179751,5.056613E-4,0.04403118,0.05310034,7.263201E-4,8.911892E-4,5.955995E-4,0.03449106,0.01526211,0.007454113,0.04193483,0.03659596,0.03716971,0.0129093,0.1370842,8.438997,6.816425E-5,478688.3,478689.9
0.001066957,9.726969E-7,6.283185,3.141593,6.283185,1105.433,0.2365664,-9.446348E10,1507.621,2.125497E8,1507.621,0.9999936,0.2044248,1.021793E-4,0.01843829,0.01577849,0.01474649,0.002937783,0.1680704,0.001526176,0.004744183,0.01212344,7.635148E-4,0.1119541,0.00731793,4.186012E-4,0.001036209,0.00421816,4.783507E-4,0.04443852,0.05411924,7.851199E-4,9.237589E-4,6.301369E-4,0.03428897,0.01550375,0.007449265,0.04187134,0.03653748,0.03547195,0.01204152,0.1323517,8.427202,6.811935E-5,478019.2,478020.8
0.001193018,1.086656E-6,6.283185,3.141593,6.283185,1106.934,0.2365664,-8.363334E10,1505.326,2.121459E8,1505.326,0.9999935,0.2044198,9.568955E-5,0.02003648,0.01483165,0.01571716,0.002716311,0.1744798,0.00148851,0.005163541,0.0125075,6.822681E-4,0.1153351,0.007195794,4.698655E-4,0.001105847,0.004288556,4.252056E-4,0.0452072,0.0562252,9.180295E-4,9.941744E-4,7.061944E-4,0.03376743,0.01597802,0.007424652,0.04162669,0.03641675,0.03205662,0.01035593,0.1226444,8.402974,6.802702E-5,476645.4,476647.1
0.001552128,1.410546E-6,6.283185,3.141593,6.283185,1110.362,0.2365664,-6.365415E10,1499.981,2.112051E8,1499.981,0.9999932,0.2043909,8.116152E-5,0.02398199,0.01260734,0.01789801,0.002237222,0.1898106,0.001393358,0.006252168,0.01330069,5.163017E-4,0.1229095,0.006929009,6.076282E-4,0.001282512,0.004403222,3.176934E-4,0.04657571,0.06111347,0.001292937,0.001176505,9.102593E-4,0.03198862,0.01693298,0.007285342,0.0404353,0.03613549,0.02463115,0.006989954,0.1005463,8.347283,6.781698E-5,473497.3,473502.4
0.001560165,1.417784E-6,6.283185,3.141593,6.283185,1110.426,0.2365664,-6.306156E10,1499.876,2.111867E8,1499.876,0.9999932,0.2043901,8.088138E-5,0.02406161,0.01256449,0.01793886,0.002228387,0.1901135,0.001391331,0.006274965,0.01331456,5.133717E-4,0.1230516,0.006923916,6.105746E-4,0.001286164,0.004404742,3.157434E-4,0.0465958,0.06120774,0.001301175,0.001180322,9.146201E-4,0.03194612,0.01694918,0.007281438,0.0404033,0.03613003,0.02449503,0.006932341,0.1001267,8.346216,6.781304E-5,473436.9,473441.9
0.001579895,1.435551E-6,6.283185,3.141593,6.283185,1110.584,0.2365664,-6.223344E10,1499.622,2.11142E8,1499.622,0.9999932,0.2043882,8.020371E-5,0.02425561,0.01246038,0.0180379,0.002206936,0.1908504,0.001386352,0.006330653,0.01334801,5.062887E-4,0.1233959,0.00691154,6.177819E-4,0.001295078,0.004408319,3.11055E-4,0.04664345,0.06143677,0.001321361,0.001189645,9.252866E-4,0.03184154,0.01698817,0.007271752,0.04032409,0.03611677,0.02416551,0.006793509,0.09910854,8.343623,6.780345E-5,473289.4,473294.3
0.001736966,1.576905E-6,6.283185,3.141593,6.283185,1111.752,0.2365664,-5.621768E10,1497.715,2.108062E8,1497.715,0.9999931,0.2043711,7.533497E-5,0.02573172,0.01168566,0.01876727,0.002049394,0.1964149,0.001348224,0.006761078,0.01358677,4.554945E-4,0.1259358,0.006819315,6.739317E-4,0.001363729,0.004429777,2.782873E-4,0.04695107,0.06314633,0.001479929,0.001261745,0.001008308,0.03099899,0.01726243,0.00718991,0.03966464,0.03601697,0.02175602,0.005806765,0.09155428,8.324252,6.773218E-5,472190.5,472195.4
0.001834017,1.664175E-6,6.283185,3.141593,6.283185,1112.405,0.2365664,-5.312027E10,1496.623,2.106141E8,1496.623,0.9999931,0.2043599,7.260089E-5,0.0265883,0.01125093,0.01917123,0.001962381,0.1996102,0.001325431,0.007016315,0.01371296,4.281559E-4,0.1273466,0.006766412,7.075821E-4,0.001404257,0.004437806,2.608568E-4,0.04708542,0.06411191,0.001575899,0.001304555,0.001058015,0.03047401,0.01740354,0.007136007,0.0392379,0.03596005,0.020435,0.005287535,0.08732585,8.313308,6.769246E-5,471570.4,471575.2
0.001889063,1.713651E-6,6.283185,3.141593,6.283185,1112.755,0.2365664,-5.164684E10,1496.031,2.105098E8,1496.031,0.9999931,0.2043534,7.114301E-5,0.0270569,0.01101773,0.01938628,0.001915979,0.2013493,0.001312719,0.007157645,0.01377822,4.138284E-4,0.1280999,0.006737583,7.263245E-4,0.001426657,0.004440866,2.517175E-4,0.04714655,0.06463186,0.001629599,0.001328284,0.001085682,0.0301761,0.01747518,0.007104562,0.03899125,0.0359292,0.01973577,0.005019187,0.08506073,8.307402,6.767117E-5,471238.4,471244.3
0.001903244,1.726395E-6,6.283185,3.141593,6.283185,1112.842,0.2365664,-5.112208E10,1495.881,2.104835E8,1495.881,0.999993,0.2043517,7.077035E-5,0.02717569,0.01095914,0.01944012,0.001904352,0.2017885,0.001309454,0.007193665,0.01379435,4.102589E-4,0.1282882,0.006730253,7.311137E-4,0.001432362,0.004441495,2.493881E-4,0.04716005,0.06476273,0.001643347,0.001334335,0.001092751,0.03009941,0.01749271,0.007096374,0.03892727,0.03592142,0.01956114,0.004952883,0.08449198,8.305921,6.766587E-5,471153.8,471159.5
0.001949386,1.767852E-6,6.283185,3.141593,6.283185,1113.12,0.2365664,-4.980238E10,1495.402,2.103991E8,1495.402,0.999993,0.2043461,6.959508E-5,0.02755684,0.01077256,0.01961106,0.001867384,0.2031954,0.001298886,0.007309752,0.01384494,3.9899E-4,0.1288872,0.006706776,7.46583E-4,0.001450739,0.004443112,2.421742E-4,0.04720025,0.06518007,0.001687817,0.001353847,0.001115576,0.02985015,0.01754723,0.007069508,0.03871805,0.03589654,0.01900795,0.004744791,0.08268205,8.301183,6.764894E-5,470885.9,470892.0
0.001996086,1.809801E-6,6.283185,3.141593,6.283185,1113.393,0.2365664,-4.862409E10,1494.929,2.103159E8,1494.929,0.999993,0.2043404,6.845481E-5,0.02793458,0.0105898,0.01977775,0.001831302,0.2045855,0.001288325,0.007425585,0.01389338,3.881055E-4,0.1294721,0.006683548,7.620692E-4,0.001469066,0.00444412,2.35207E-4,0.04723422,0.06558981,0.001732423,0.001373333,0.001138413,0.02959844,0.01759875,0.007041997,0.03850488,0.03587199,0.0184702,0.004545325,0.08091026,8.296525,6.763237E-5,470623.1,470629.8
0.002041952,1.850992E-6,6.283185,3.141593,6.283185,1113.652,0.2365664,-4.744118E10,1494.476,2.102361E8,1494.476,0.999993,0.2043347,6.736765E-5,0.02829815,0.01041595,0.01993568,0.001797088,0.2059188,0.001278055,0.007537791,0.01393843,3.778737E-4,0.1300265,0.006661164,7.771184E-4,0.00148681,0.004444552,2.287151E-4,0.04726103,0.06598057,0.001775843,0.001392227,0.001160597,0.02935195,0.017646,0.007014708,0.03829443,0.03584847,0.01796228,0.004359478,0.07922538,8.292081,6.761664E-5,470372.0,470379.1
0.002104502,1.90715E-6,6.283185,3.141593,6.283185,1113.991,0.2365664,-4.591777E10,1493.874,2.101303E8,1493.874,0.999993,0.2043268,6.59421E-5,0.02878233,0.0101876,0.02014212,0.001752304,0.2076879,0.001264226,0.007688343,0.01399603,3.646206E-4,0.130752,0.006631311,7.97385E-4,0.00151061,0.004444304,2.203189E-4,0.047288,0.06649538,0.001834412,0.001417607,0.001190453,0.02901727,0.01770532,0.006977116,0.03800611,0.03581732,0.01730061,0.004121235,0.07701302,8.286219,6.759603E-5,470040.7,470048.4
0.00211608,1.917542E-6,6.283185,3.141593,6.283185,1114.053,0.2365664,-4.563308E10,1493.765,2.101111E8,1493.765,0.999993,0.2043254,6.568502E-5,0.02887054,0.01014639,0.02017926,0.001744241,0.2080093,0.001261689,0.007715908,0.01400624,3.622507E-4,0.1308826,0.006625865,8.011048E-4,0.001514967,0.00444416,2.188229E-4,0.04729177,0.06658849,0.001845172,0.001422258,0.001195931,0.02895553,0.01771569,0.006970116,0.03795262,0.03581167,0.01718184,0.004078932,0.07661376,8.285158,6.759232E-5,469980.6,469988.2
0.002300805,2.083286E-6,6.283185,3.141593,6.283185,1114.966,0.2365664,-4.170258E10,1492.105,2.098189E8,1492.105,0.9999929,0.2043017,6.185097E-5,0.0302219,0.009530393,0.02073024,0.001624303,0.2129026,0.00122221,0.008143444,0.01415148,3.276148E-4,0.1328226,0.006541997,8.591588E-4,0.001582543,0.004438215,1.969074E-4,0.04730849,0.06798799,0.002013381,0.001494566,0.001281322,0.02798119,0.01785784,0.006857095,0.03709679,0.03572572,0.01543037,0.003472028,0.07064523,8.269169,6.753693E-5,469073.5,469081.1
0.00247372,2.238318E-6,6.283185,3.141593,6.283185,1115.726,0.2365664,-3.861745E10,1490.675,2.095671E8,1490.675,0.9999928,0.2042791,5.86418E-5,0.03139993,0.009016725,0.0211834,0.001524945,0.2171222,0.001186704,0.008524059,0.01426151,2.997972E-4,0.134423,0.006467812,9.11407E-4,0.001642769,0.004427526,1.794622E-4,0.04726211,0.06916651,0.002164965,0.001559246,0.001358,0.02709089,0.01795642,0.006749927,0.03629774,0.03565186,0.01400508,0.003002352,0.06566743,8.255619,6.749095E-5,468306.3,468314.0
0.002514119,2.274524E-6,6.283185,3.141593,6.283185,1115.892,0.2365664,-3.795825E10,1490.356,2.09511E8,1490.356,0.9999928,0.2042738,5.793458E-5,0.03166415,0.00890443,0.02128162,0.001503253,0.2180635,0.00117859,0.008610419,0.01428412,2.938438E-4,0.134771,0.006450983,9.233366E-4,0.001656452,0.004424448,1.756594E-4,0.04724471,0.06942544,0.00219957,0.001573969,0.001375483,0.02688633,0.01797532,0.00672481,0.03611208,0.03563543,0.0136981,0.002904161,0.06457976,8.252626,6.748092E-5,468138.3,468146.7
0.002526772,2.285863E-6,6.283185,3.141593,6.283185,1115.943,0.2365664,-3.767073E10,1490.257,2.094937E8,1490.257,0.9999928,0.2042721,5.771543E-5,0.03174609,0.00886981,0.02131183,0.001496565,0.2183547,0.001176054,0.008637272,0.01429098,2.920159E-4,0.1348777,0.006445745,9.270518E-4,0.001660708,0.004423444,1.74516E-4,0.0472385,0.06950534,0.002210345,0.00157855,0.001380926,0.02682254,0.01798094,0.006716942,0.03605404,0.03563034,0.01360385,0.002874227,0.06424463,8.251704,6.747784E-5,468086.0,468094.4
0.002602634,2.353834E-6,6.283185,3.141593,6.283185,1116.24,0.2365664,-3.644614E10,1489.677,2.093916E8,1489.677,0.9999928,0.2042621,5.645497E-5,0.0322294,0.008667727,0.02148754,0.001457611,0.2200678,0.001161065,0.008796362,0.01432994,2.814568E-4,0.1354992,0.006414801,9.491175E-4,0.001685946,0.004417038,1.678995E-4,0.04719643,0.06997261,0.002274317,0.001605732,0.001413228,0.02644297,0.01801182,0.006669764,0.03570721,0.03560042,0.01305686,0.002702566,0.06228855,8.246293,6.745985E-5,467779.2,467787.7
0.00313894,2.833891E-6,6.283185,3.141593,6.283185,1118.008,0.2365664,-2.950292E10,1486.048,2.087528E8,1486.048,0.9999927,0.2041914,4.890839E-5,0.03530882,0.007464162,0.02251183,0.001227166,0.2308102,0.001063119,0.00983734,0.01452099,2.216933E-4,0.1391238,0.006211563,0.001095863,0.001852169,0.004358098,1.30714E-4,0.04671115,0.07278759,0.002697357,0.001785372,0.001626978,0.02390698,0.01811942,0.006339562,0.03333256,0.03541285,0.009917165,0.001787756,0.05064395,8.213197,6.735319E-5,465902.7,465911.1
0.003206481,2.894298E-6,6.283185,3.141593,6.283185,1118.196,0.2365664,-2.877175E10,1485.641,2.086811E8,1485.641,0.9999927,0.2041825,4.8099E-5,0.03566032,0.007335754,0.02261855,0.001202648,0.2320176,0.001051662,0.009959031,0.01453671,2.156321E-4,0.1395013,0.006187592,0.001113293,0.001871764,0.004349487,1.268752E-4,0.04663301,0.07309062,0.002747204,0.001806599,0.001652227,0.02360637,0.0181221,0.006298749,0.03304497,0.03539176,0.00959542,0.001701228,0.04940442,8.209566,6.734186E-5,465697.9,465706.7
0.003244909,2.928662E-6,6.283185,3.141593,6.283185,1118.3,0.2365664,-2.839533E10,1485.414,2.086412E8,1485.414,0.9999926,0.2041775,4.764976E-5,0.03585706,0.007264642,0.02267736,0.001189067,0.2326915,0.001045225,0.01002739,0.01454497,2.123029E-4,0.1397091,0.0061741,0.001123111,0.00188279,0.004344502,1.247652E-4,0.04658705,0.07325852,0.002775235,0.001818547,0.001666434,0.02343724,0.01812274,0.006275632,0.03288262,0.03537999,0.009418575,0.001654291,0.04871882,8.207548,6.733559E-5,465583.6,465592.5
0.00334096,3.014543E-6,6.283185,3.141593,6.283185,1118.551,0.2365664,-2.752374E10,1484.859,2.085435E8,1484.859,0.9999926,0.204165,4.65642E-5,0.03633927,0.007092819,0.02281888,0.001156394,0.2343376,0.001029407,0.01019566,0.01456366,2.043309E-4,0.1402086,0.006140812,0.001147357,0.001909988,0.004331821,1.199247E-4,0.04646816,0.07366499,0.00284431,0.001848028,0.001701475,0.02302033,0.01812182,0.006218181,0.03248079,0.03535122,0.00899447,0.00154348,0.04706217,8.20264,6.732048E-5,465306.3,465315.3
0.003419952,3.085156E-6,6.283185,3.141593,6.283185,1118.749,0.2365664,-2.668424E10,1484.417,2.084657E8,1484.417,0.9999926,0.2041547,4.571233E-5,0.03672563,0.006957541,0.02292947,0.001130626,0.2356506,0.001016726,0.01033125,0.01457697,1.981445E-4,0.1405982,0.006113926,0.001166979,0.001931967,0.004321158,1.160724E-4,0.04636634,0.07398521,0.002900036,0.00187186,0.00172978,0.02268387,0.01811846,0.006171314,0.03215477,0.03532824,0.008664493,0.001459077,0.04575999,8.198752,6.73086E-5,465085.7,465094.7
0.003644845,3.286131E-6,6.283185,3.141593,6.283185,1119.272,0.2365664,-2.486077E10,1483.22,2.082551E8,1483.22,0.9999926,0.2041258,4.344081E-5,0.03778025,0.006599124,0.02321927,0.001062595,0.2392108,9.819669E-4,0.01070461,0.0146062,1.820683E-4,0.141617,0.006039436,0.001221401,0.001992794,0.004289956,1.060301E-4,0.04606118,0.07483528,0.003053757,0.001937848,0.001808041,0.02175611,0.01809792,0.006039818,0.03124809,0.03526588,0.007805956,0.001246899,0.04231547,8.188313,6.727713E-5,464495.6,464505.1
0.003655192,3.295374E-6,6.283185,3.141593,6.283185,1119.294,0.2365664,-2.466736E10,1483.167,2.082458E8,1483.167,0.9999926,0.2041245,4.334184E-5,0.03782723,0.006583497,0.02323176,0.00105961,0.2393684,9.804162E-4,0.01072135,0.01460725,1.813804E-4,0.1416607,0.006036083,0.001223855,0.001995532,0.004288493,1.056265E-4,0.04604663,0.0748723,0.003060657,0.001940819,0.001811561,0.0217145,0.01809661,0.00603384,0.03120715,0.03526311,0.007769152,0.001238053,0.04216583,8.187855,6.727577E-5,464469.6,464479.2
0.00394995,3.558644E-6,6.283185,3.141593,6.283185,1119.9,0.2365664,-2.244024E10,1481.732,2.079931E8,1481.732,0.9999925,0.2040872,4.070493E-5,0.03911293,0.006167974,0.02356028,9.808969E-4,0.2436542,9.37943E-4,0.01118306,0.01462833,1.634154E-4,0.142806,0.005943116,0.001292016,0.002071472,0.00424619,9.470335E-5,0.04561635,0.07585745,0.003251168,0.002023238,0.001908991,0.02056742,0.01804832,0.00586635,0.0300697,0.03518776,0.006807959,0.001014599,0.03819465,8.17551,6.723941E-5,463769.4,463778.8
0.004102775,3.69509E-6,6.283185,3.141593,6.283185,1120.183,0.2365664,-2.145517E10,1481.036,2.078706E8,1481.036,0.9999925,0.2040682,3.945149E-5,0.03974273,0.005972871,0.02371191,9.441373E-4,0.2457331,9.170348E-4,0.01141163,0.01463323,1.551863E-4,0.1433318,0.005896608,0.001326106,0.002109373,0.004223938,8.977156E-5,0.04538424,0.07632001,0.003345597,0.002064375,0.001957477,0.02000099,0.01801591,0.005781674,0.02950151,0.03515115,0.006368891,9.17547E-4,0.03633655,8.169602,6.72224E-5,463435.9,463445.3
0.004120099,3.710555E-6,6.283185,3.141593,6.283185,1120.214,0.2365664,-2.132817E10,1480.959,2.078571E8,1480.959,0.9999925,0.2040661,3.931542E-5,0.03981263,0.005951526,0.02372836,9.40096E-4,0.2459629,9.147141E-4,0.01143709,0.01463355,1.542972E-4,0.1433886,0.005891411,0.001329918,0.002113609,0.004221406,8.917685E-5,0.04535757,0.07637051,0.003356119,0.002068972,0.001962888,0.01993798,0.01801196,0.005772172,0.02943803,0.03514709,0.006321432,9.072544E-4,0.03613388,8.168953,6.722055E-5,463399.0,463408.4
0.004467537,4.020626E-6,6.283185,3.141593,6.283185,1120.794,0.2365664,-1.935587E10,1479.5,2.076003E8,1479.5,0.9999925,0.2040237,3.677309E-5,0.04115583,0.005553381,0.02403022,8.649301E-4,0.2503474,8.704471E-4,0.0119299,0.01463146,1.380859E-4,0.1444233,0.005790304,0.001404305,0.002196154,0.004170383,7.915753E-5,0.04481355,0.07730828,0.00355985,0.00215854,0.002067991,0.01872318,0.01792277,0.005585656,0.02820333,0.03506954,0.005457063,7.267445E-4,0.0323746,8.156686,6.718578E-5,462706.7,462717.4
0.004496391,4.046369E-6,6.283185,3.141593,6.283185,1120.838,0.2365664,-1.913573E10,1479.385,2.075801E8,1479.385,0.9999925,0.2040203,3.657005E-5,0.04126267,0.005522649,0.02405309,8.591218E-4,0.2506931,8.66905E-4,0.01196938,0.01463063,1.368577E-4,0.1445007,0.005782126,0.001410314,0.002202814,0.00416614,7.843096E-5,0.04476743,0.07738025,0.003576178,0.002165763,0.002076444,0.01862635,0.01791461,0.005570515,0.02810402,0.03506341,0.005392109,7.13724E-4,0.03208656,8.155731,6.718313E-5,462652.3,462662.9
0.004531482,4.077676E-6,6.283185,3.141593,6.283185,1120.891,0.2365664,-1.89164E10,1479.247,2.075558E8,1479.247,0.9999925,0.2040161,3.633286E-5,0.04139166,0.005485745,0.02408047,8.521738E-4,0.2511101,8.626415E-4,0.0120171,0.0146295,1.353911E-4,0.1445934,0.005772257,0.001417586,0.002210874,0.004160982,7.757818E-5,0.04471135,0.07746661,0.003595912,0.002174505,0.002086665,0.0185094,0.01790455,0.005552174,0.02798391,0.03505602,0.00531442,6.982559E-4,0.03174094,8.154579,6.717992E-5,462587.1,462597.8
0.005030853,4.523048E-6,6.283185,3.141593,6.283185,1121.581,0.2365664,-1.658226E10,1477.412,2.072328E8,1477.412,0.9999924,0.2039576,3.327217E-5,0.0431262,0.005010554,0.02442537,7.633505E-4,0.2566582,8.060053E-4,0.01266427,0.01460083,1.170186E-4,0.1457453,0.005637278,0.001517334,0.002321283,0.004088011,6.662491E-5,0.04390167,0.07857071,0.003863503,0.002294168,0.002225893,0.01693747,0.01774774,0.005299515,0.02634927,0.03495715,0.004345089,5.150678E-4,0.02731793,8.139457,6.713864E-5,461731.4,461741.7
0.005079077,4.566043E-6,6.283185,3.141593,6.283185,1121.641,0.2365664,-1.63954E10,1477.247,2.072037E8,1477.247,0.9999924,0.2039521,3.300735E-5,0.04328443,0.004969013,0.02445471,7.555337E-4,0.2571594,8.008658E-4,0.01272379,0.014597,1.154605E-4,0.1458421,0.005624737,0.001526615,0.002331545,0.004081031,6.550579E-5,0.04382344,0.0786661,0.003888107,0.002305279,0.002238754,0.01679444,0.01773147,0.005275937,0.0261986,0.03494819,0.004263488,5.005137E-4,0.02693524,8.138109,6.713501E-5,461656.0,461666.8
