Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
0,0,6.283185,3.141593,6.283185,763.4088,0.2353964,-8.13E+08,1157.327,0,1157.327,1,0.2041934,5.42E-16,7.05E-23,1.80E-19,1.96E-19,1.35E-21,1.80E-22,7.02E-22,2.63E-23,7.66E-24,7.05E-26,1.53E-24,5.89E-27,1.41E-24,9.89E-25,1.28E-23,8.60E-26,2.09E-21,9.87E-25,2.39E-27,2.39E-27,8.40E-28,9.71E-28,1.05E-33,0.2385231,2.46E-32,0.07964678,8.07E-27,0.1590154,0.3186213,9.321098,9.82E-05,529787.1,0,0,0,0,0,0,0,0,0,0,529787.1,0,0,0,0,0,0,0,0,0,0
3.37E-05,4.41E-08,6.283185,3.141593,6.283185,763.4054,0.2353964,-1.05E+09,1157.32,1.51E+08,1157.32,1,0.2041934,1.76E-09,3.62E-07,2.46E-10,6.89E-08,5.15E-14,1.15E-10,6.25E-07,1.22E-13,2.35E-09,4.56E-09,4.17E-06,2.03E-06,1.11E-07,2.96E-11,2.41E-09,5.97E-19,1.11E-09,2.58E-17,7.88E-08,2.21E-14,6.73E-14,2.21E-09,3.71E-08,0.2385193,1.12E-08,0.07964677,5.70E-13,0.1590136,0.3186082,9.321079,9.82E-05,529786,7.93E-10,0,0,0,0,0,5.17E-06,2.38E-08,1.39E-05,3.39E-08,529786,7.93E-10,-2.43E-84,-4.06E-26,1.30E-27,-9.94E-26,0,5.17E-06,2.38E-08,1.39E-05,3.39E-08
7.66E-04,1.00E-06,6.283185,3.141593,6.283185,763.3194,0.2353964,-1.51E+09,1157.101,1.51E+08,1157.101,1,0.2041938,3.96E-06,3.51E-05,4.70E-07,1.03E-05,3.50E-10,8.09E-08,8.97E-05,1.83E-10,1.59E-06,1.74E-06,1.50E-04,4.79E-05,5.49E-06,1.91E-08,2.62E-06,4.80E-13,7.19E-07,2.07E-11,4.07E-06,1.16E-09,3.82E-09,2.82E-06,6.40E-06,0.238421,7.60E-06,0.07964392,1.47E-09,0.158942,0.3183003,9.320364,9.82E-05,529745.4,2.29E-05,4.01E-08,-1.71E-08,-1.95E-25,2.15E-09,0,1.33E-04,2.51E-07,-2.91E-05,4.87E-06,529745.4,2.29E-05,4.01E-08,-1.71E-08,-3.00E-23,2.15E-09,2.99E-24,1.33E-04,2.51E-07,-2.91E-05,4.87E-06
0.004414551,5.78E-06,6.283185,3.141593,6.283185,762.9128,0.2353964,-1.75E+09,1155.725,1.51E+08,1155.725,1,0.2041925,2.01E-04,2.46E-04,3.17E-05,1.99E-04,7.41E-08,7.52E-06,0.001055367,7.38E-08,4.30E-05,1.99E-05,0.001404266,3.13E-04,8.56E-05,1.29E-06,7.82E-05,1.67E-09,1.82E-05,1.56E-08,5.90E-05,3.63E-07,1.42E-06,7.75E-05,1.50E-04,0.2374619,2.04E-04,0.07957644,6.12E-07,0.1579186,0.3162652,9.314245,9.82E-05,529397.6,-7.07E-05,-3.91E-05,-4.33E-07,-1.07E-05,3.84E-06,6.82E-07,8.29E-05,-1.53E-04,-4.95E-04,-2.01E-04,529397.6,-7.07E-05,-3.91E-05,-4.33E-07,-1.07E-05,3.84E-06,6.82E-07,8.29E-05,-1.53E-04,-4.95E-04,-2.01E-04
0.01859631,2.44E-05,6.283185,3.141593,6.283185,762.2913,0.2353964,-1.35E+09,1150.825,1.50E+08,1150.825,1,0.2041508,0.002062409,3.92E-04,4.70E-04,0.001681454,3.22E-06,1.43E-04,0.006233337,5.54E-06,3.79E-04,1.12E-04,0.008607849,0.001385359,8.73E-04,3.23E-05,8.15E-04,3.82E-07,1.63E-04,1.29E-06,4.86E-04,1.53E-05,5.17E-05,6.84E-04,0.001263113,0.2313412,0.001781655,0.07910015,4.25E-05,0.1505707,0.3061139,9.282316,9.83E-05,527582.8,-0.001107367,1.85E-04,9.99E-07,-4.26E-04,1.24E-04,-1.17E-04,-5.25E-04,1.10E-04,-0.002228797,-4.06E-04,527582.8,-0.001107367,1.85E-04,9.99E-07,-4.26E-04,1.24E-04,-1.17E-04,-5.25E-04,1.10E-04,-0.002228797,-4.06E-04
0.05286888,6.94E-05,6.283185,3.141593,6.283185,761.7541,0.2353964,-8.84E+08,1142.384,1.48E+08,1142.384,1,0.2040287,0.006177212,3.08E-04,0.001421151,0.004863067,2.11E-05,4.36E-04,0.01643674,4.49E-05,0.001056676,2.99E-04,0.02345228,0.003019254,0.002512365,1.33E-04,0.002512078,6.21E-06,4.96E-04,1.10E-05,0.001342114,9.78E-05,2.00E-04,0.001906762,0.003363545,0.2187227,0.004876442,0.07832558,2.59E-04,0.1360223,0.2861554,9.220725,9.84E-05,524082.2,-0.002389734,8.79E-04,-3.72E-04,2.08E-04,4.94E-04,-2.46E-04,-9.78E-04,7.67E-05,-0.004549139,-0.001035763,524082.2,-0.002389734,8.79E-04,-3.72E-04,2.08E-04,4.94E-04,-2.46E-04,-9.78E-04,7.67E-05,-0.004549139,-0.001035763
0.08587145,1.13E-04,6.283185,3.141593,6.283185,761.3978,0.2353964,-6.66E+08,1136.549,1.47E+08,1136.549,1,0.2039167,0.009253874,2.59E-04,0.002059096,0.007206171,4.26E-05,6.26E-04,0.02362177,9.55E-05,0.001517742,4.36E-04,0.03432086,0.003863369,0.00361289,2.13E-04,0.0037082,1.73E-05,7.57E-04,2.40E-05,0.00190345,1.91E-04,2.99E-04,0.002737898,0.004680487,0.2096006,0.006909341,0.07784503,4.60E-04,0.1261849,0.2719585,9.177922,9.84E-05,521650.4,-0.002940159,0.001142682,-2.16E-04,5.01E-04,-9.76E-05,1.05E-04,-0.001186231,-1.76E-05,-0.005770579,-0.001279829,521650.8,-0.002940163,0.001142683,-2.16E-04,5.01E-04,-9.76E-05,1.05E-04,-0.001186226,-1.76E-05,-0.005770591,-0.001279833
0.08592499,1.13E-04,6.283185,3.141593,6.283185,761.3972,0.2353964,-6.64E+08,1136.54,1.47E+08,1136.54,1,0.2039165,0.00925838,2.58E-04,0.002059992,0.007209593,4.27E-05,6.27E-04,0.02363204,9.56E-05,0.001518391,4.36E-04,0.03433663,0.003864398,0.003614441,2.13E-04,0.003709902,1.73E-05,7.57E-04,2.40E-05,0.001904227,1.91E-04,2.99E-04,0.002739067,0.004682275,0.2095874,0.006912154,0.07784436,4.60E-04,0.1261711,0.2719382,9.177862,9.84E-05,521647,-0.002940566,0.001142985,-2.17E-04,5.01E-04,-9.76E-05,1.05E-04,-0.001186488,-1.77E-05,-0.005772132,-0.001280229,521647.4,-0.00294057,0.001142987,-2.17E-04,5.01E-04,-9.76E-05,1.05E-04,-0.001186483,-1.77E-05,-0.005772144,-0.001280233
0.08602811,1.13E-04,6.283185,3.141593,6.283185,761.3962,0.2353964,-6.63E+08,1136.524,1.47E+08,1136.524,1,0.2039162,0.009267055,2.58E-04,0.002061715,0.007216143,4.28E-05,6.27E-04,0.02365177,9.57E-05,0.00151964,4.36E-04,0.03436695,0.003866378,0.003617394,2.13E-04,0.003713174,1.74E-05,7.58E-04,2.40E-05,0.00190572,1.91E-04,2.99E-04,0.002741314,0.004685708,0.2095621,0.00691756,0.07784306,4.61E-04,0.1261445,0.271899,9.177745,9.84E-05,521640.3,-0.002941346,0.001143568,-2.17E-04,5.02E-04,-9.78E-05,1.05E-04,-0.001186981,-1.80E-05,-0.005775112,-0.001280994,521640.7,-0.002941349,0.00114357,-2.17E-04,5.02E-04,-9.78E-05,1.05E-04,-0.001186975,-1.80E-05,-0.005775123,-0.001280998
0.08815543,1.16E-04,6.283185,3.141593,6.283185,761.3758,0.2353964,-6.53E+08,1136.197,1.47E+08,1136.197,1,0.2039092,0.009444877,2.56E-04,0.002096947,0.007350965,4.42E-05,6.38E-04,0.02405638,9.92E-05,0.001545196,4.44E-04,0.03498869,0.003906504,0.003678191,2.18E-04,0.003780232,1.82E-05,7.74E-04,2.49E-05,0.001936253,1.97E-04,3.04E-04,0.002787377,0.004755902,0.2090422,0.007028333,0.07781647,4.73E-04,0.1256005,0.2710968,9.175347,9.84E-05,521504.7,-0.002969665,0.001155328,-2.25E-04,5.13E-04,-1.01E-04,1.08E-04,-0.001196984,-2.44E-05,-0.005835585,-0.001296521,521505.3,-0.00296967,0.00115533,-2.25E-04,5.13E-04,-1.01E-04,1.08E-04,-0.001196971,-2.44E-05,-0.005835602,-0.001296527
0.08969254,1.18E-04,6.283185,3.141593,6.283185,761.3612,0.2353964,-6.47E+08,1135.963,1.47E+08,1135.963,1,0.2039042,0.009572087,2.54E-04,0.002122053,0.007447636,4.53E-05,6.45E-04,0.02434535,1.02E-04,0.001563404,4.50E-04,0.03543287,0.003934637,0.003721755,2.22E-04,0.003828049,1.88E-05,7.85E-04,2.56E-05,0.001957967,2.01E-04,3.08E-04,0.002820173,0.004805711,0.208671,0.007107072,0.07779752,4.81E-04,0.1252132,0.2705243,9.173635,9.84E-05,521408.6,-0.002987057,0.001163563,-2.30E-04,5.21E-04,-1.03E-04,1.11E-04,-0.001204076,-2.90E-05,-0.005878334,-0.001307457,521409.6,-0.002987068,0.001163567,-2.30E-04,5.21E-04,-1.03E-04,1.11E-04,-0.001204056,-2.90E-05,-0.005878367,-0.001307469
0.08983574,1.18E-04,6.283185,3.141593,6.283185,761.3599,0.2353964,-6.46E+08,1135.941,1.47E+08,1135.941,1,0.2039038,0.009583883,2.54E-04,0.002124376,0.007456623,4.54E-05,6.46E-04,0.02437214,1.02E-04,0.001565091,4.50E-04,0.03547406,0.003937222,0.003725807,2.22E-04,0.00383248,1.89E-05,7.86E-04,2.56E-05,0.001959977,2.02E-04,3.09E-04,0.002823212,0.004810318,0.2086365,0.007114363,0.07779576,4.82E-04,0.1251773,0.2704712,9.173476,9.84E-05,521399.7,-0.002988653,0.001164318,-2.31E-04,5.22E-04,-1.04E-04,1.11E-04,-0.00120473,-2.94E-05,-0.005882274,-0.001308466,521400.8,-0.002988665,0.001164323,-2.31E-04,5.22E-04,-1.04E-04,1.11E-04,-0.00120471,-2.94E-05,-0.005882309,-0.001308478
0.08989747,1.18E-04,6.283185,3.141593,6.283185,761.3593,0.2353964,-6.46E+08,1135.932,1.47E+08,1135.932,1,0.2039036,0.009588965,2.54E-04,0.002125377,0.007460483,4.54E-05,6.46E-04,0.02438367,1.02E-04,0.001565817,4.51E-04,0.03549181,0.003938334,0.003727544,2.22E-04,0.003834388,1.89E-05,7.86E-04,2.57E-05,0.001960842,2.02E-04,3.09E-04,0.00282452,0.004812301,0.2086217,0.0071175,0.07779501,4.83E-04,0.1251619,0.2704484,9.173408,9.84E-05,521395.8,-0.002989339,0.001164644,-2.31E-04,5.22E-04,-1.04E-04,1.11E-04,-0.001205012,-2.96E-05,-0.005883971,-0.001308899,521397,-0.002989352,0.001164648,-2.31E-04,5.22E-04,-1.04E-04,1.11E-04,-0.001204991,-2.96E-05,-0.005884006,-0.001308911
0.09005598,1.18E-04,6.283185,3.141593,6.283185,761.3578,0.2353964,-6.43E+08,1135.908,1.47E+08,1135.908,1,0.2039031,0.009602007,2.54E-04,0.002127944,0.007470358,4.55E-05,6.47E-04,0.02441322,1.02E-04,0.00156768,4.51E-04,0.03553732,0.003941184,0.00373197,2.23E-04,0.003839283,1.90E-05,7.87E-04,2.57E-05,0.001963061,2.02E-04,3.09E-04,0.002827875,0.004817387,0.2085837,0.007125549,0.07779307,4.83E-04,0.1251222,0.2703898,9.173233,9.84E-05,521385.9,-0.002991097,0.001165476,-2.32E-04,5.23E-04,-1.04E-04,1.11E-04,-0.001205734,-3.01E-05,-0.005888315,-0.001310009,521387.1,-0.00299111,0.001165481,-2.32E-04,5.23E-04,-1.04E-04,1.11E-04,-0.001205712,-3.00E-05,-0.005888351,-0.001310022
0.09020468,1.18E-04,6.283185,3.141593,6.283185,761.3564,0.2353964,-6.42E+08,1135.886,1.47E+08,1135.886,1,0.2039026,0.009614231,2.53E-04,0.00213035,0.007479614,4.56E-05,6.48E-04,0.02444092,1.02E-04,0.001569426,4.52E-04,0.03558,0.003943851,0.003736118,2.23E-04,0.003843872,1.90E-05,7.88E-04,2.58E-05,0.001965141,2.03E-04,3.09E-04,0.002831022,0.004822153,0.208548,0.007133097,0.07779125,4.84E-04,0.1250851,0.2703348,9.173069,9.84E-05,521376.6,-0.00299274,0.001166254,-2.32E-04,5.24E-04,-1.04E-04,1.12E-04,-0.001206408,-3.05E-05,-0.005892378,-0.001311048,521377.8,-0.002992752,0.001166258,-2.32E-04,5.24E-04,-1.04E-04,1.12E-04,-0.001206385,-3.05E-05,-0.005892414,-0.00131106
0.0904398,1.19E-04,6.283185,3.141593,6.283185,761.3542,0.2353964,-6.41E+08,1135.85,1.47E+08,1135.85,1,0.2039018,0.009633539,2.53E-04,0.002134148,0.007494271,4.58E-05,6.49E-04,0.0244847,1.03E-04,0.001572184,4.53E-04,0.03564742,0.003948057,0.003742691,2.24E-04,0.00385112,1.91E-05,7.90E-04,2.59E-05,0.001968425,2.03E-04,3.10E-04,0.002835994,0.004829681,0.2084917,0.007145019,0.07778837,4.86E-04,0.1250264,0.270248,9.172809,9.84E-05,521362,-0.002995329,0.00116748,-2.33E-04,5.25E-04,-1.05E-04,1.12E-04,-0.001207472,-3.12E-05,-0.005898788,-0.001312687,521363.2,-0.002995342,0.001167484,-2.33E-04,5.25E-04,-1.05E-04,1.12E-04,-0.001207448,-3.12E-05,-0.005898826,-0.001312701
0.09114692,1.20E-04,6.283185,3.141593,6.283185,761.3475,0.2353964,-6.38E+08,1135.744,1.47E+08,1135.744,1,0.2038995,0.009691456,2.52E-04,0.002145531,0.007538153,4.63E-05,6.52E-04,0.0246159,1.04E-04,0.001580445,4.55E-04,0.03584954,0.003960603,0.003762325,2.25E-04,0.003872841,1.94E-05,7.95E-04,2.62E-05,0.00197826,2.05E-04,3.12E-04,0.002850884,0.004852207,0.2083228,0.007180711,0.07777976,4.89E-04,0.1248506,0.2699877,9.172032,9.84E-05,521318.1,-0.003003049,0.001171134,-2.36E-04,5.29E-04,-1.06E-04,1.13E-04,-0.001210652,-3.33E-05,-0.005917944,-0.001317581,521319.4,-0.003003062,0.001171139,-2.36E-04,5.29E-04,-1.06E-04,1.13E-04,-0.001210621,-3.33E-05,-0.005917983,-0.001317596
0.09839212,1.29E-04,6.283185,3.141593,6.283185,761.2819,0.2353964,-6.06E+08,1134.687,1.47E+08,1134.687,1,0.2038762,0.01027281,2.45E-04,0.00225888,0.0079776,5.12E-05,6.85E-04,0.02592549,1.16E-04,0.00166274,4.81E-04,0.03787478,0.004081802,0.003957003,2.41E-04,0.004089733,2.23E-05,8.46E-04,2.93E-05,0.002075889,2.26E-04,3.29E-04,0.002999339,0.005075021,0.2066313,0.007535358,0.07769369,5.28E-04,0.1230994,0.2673859,9.164282,9.84E-05,520877.6,-0.003076888,0.001205958,7.31E-05,5.65E-04,-1.17E-04,1.24E-04,-0.0012413,-5.48E-05,-0.00610409,-0.001365048,520879.2,-0.003076891,0.001205965,7.31E-05,5.65E-04,-1.17E-04,1.24E-04,-0.001241269,-5.48E-05,-0.006104138,-0.001365067
0.1036178,1.36E-04,6.283185,3.141593,6.283185,761.2358,0.2353964,-5.94E+08,1133.953,1.47E+08,1133.953,1,0.2038596,0.01067901,2.39E-04,0.002337102,0.008284903,5.49E-05,7.08E-04,0.02683383,1.24E-04,0.001719509,4.98E-04,0.03928461,0.004161339,0.004091834,2.52E-04,0.004239928,2.45E-05,8.82E-04,3.16E-05,0.002142877,2.40E-04,3.41E-04,0.00310174,0.005226908,0.2054546,0.007778692,0.07763408,5.56E-04,0.121892,0.265581,9.158913,9.84E-05,520574.7,-0.003124876,0.00122851,7.75E-05,5.90E-04,-1.25E-04,1.32E-04,-0.001262188,-7.02E-05,-0.006228416,-0.001396478,520577.1,-0.003124884,0.001228526,7.75E-05,5.90E-04,-1.25E-04,1.32E-04,-0.001262174,-7.02E-05,-0.006228504,-0.001396504
0.1037063,1.36E-04,6.283185,3.141593,6.283185,761.2348,0.2353964,-5.85E+08,1133.941,1.47E+08,1133.941,1,0.2038593,0.0106858,2.39E-04,0.002338403,0.008289972,5.49E-05,7.09E-04,0.02684892,1.24E-04,0.001720453,4.99E-04,0.03930811,0.004162625,0.004094022,2.52E-04,0.004242422,2.45E-05,8.82E-04,3.16E-05,0.002143989,2.40E-04,3.41E-04,0.00310343,0.00522941,0.205435,0.00778269,0.0776331,5.56E-04,0.1218721,0.2655511,9.158825,9.84E-05,520569.6,-0.003125663,0.001228879,7.76E-05,5.91E-04,-1.25E-04,1.32E-04,-0.001262521,-7.05E-05,-0.006230481,-0.001396996,520572,-0.00312567,0.001228895,7.76E-05,5.91E-04,-1.25E-04,1.32E-04,-0.001262505,-7.05E-05,-0.006230566,-0.001397022
0.1038215,1.36E-04,6.283185,3.141593,6.283185,761.2338,0.2353964,-5.86E+08,1133.925,1.47E+08,1133.925,1,0.203859,0.01069463,2.39E-04,0.002340093,0.008296646,5.50E-05,7.09E-04,0.02686857,1.25E-04,0.001721676,4.99E-04,0.03933862,0.004164297,0.004096948,2.52E-04,0.004245664,2.46E-05,8.83E-04,3.17E-05,0.002145429,2.40E-04,3.41E-04,0.00310563,0.005232659,0.2054096,0.007787909,0.07763182,5.57E-04,0.1218461,0.2655121,9.158709,9.84E-05,520563.1,-0.003126677,0.001229356,7.77E-05,5.91E-04,-1.25E-04,1.33E-04,-0.001262951,-7.08E-05,-0.006233143,-0.00139766,520565.5,-0.003126684,0.001229371,7.77E-05,5.91E-04,-1.25E-04,1.33E-04,-0.001262935,-7.08E-05,-0.00623323,-0.001397686
0.1040876,1.37E-04,6.283185,3.141593,6.283185,761.2315,0.2353964,-5.82E+08,1133.889,1.47E+08,1133.889,1,0.2038581,0.01071501,2.39E-04,0.002343993,0.00831199,5.52E-05,7.10E-04,0.0269139,1.25E-04,0.001724506,5.00E-04,0.0394092,0.004168152,0.004103626,2.53E-04,0.004253166,2.47E-05,8.85E-04,3.18E-05,0.002148759,2.41E-04,3.42E-04,0.003110734,0.005240186,0.2053507,0.00780001,0.07762884,5.58E-04,0.1217859,0.2654218,9.158442,9.84E-05,520547.9,-0.003128997,0.001230447,7.79E-05,5.93E-04,-1.25E-04,1.33E-04,-0.001263935,-7.16E-05,-0.006239247,-0.001399192,520550.3,-0.003129004,0.001230462,7.79E-05,5.93E-04,-1.25E-04,1.33E-04,-0.001263916,-7.16E-05,-0.006239335,-0.001399219
0.1084274,1.42E-04,6.283185,3.141593,6.283185,761.1943,0.2353964,-5.66E+08,1133.3,1.47E+08,1133.3,1,0.2038445,0.01104361,2.35E-04,0.002406621,0.008559976,5.82E-05,7.29E-04,0.02764398,1.32E-04,0.001769987,5.14E-04,0.04054705,0.004228963,0.004211098,2.62E-04,0.004373865,2.65E-05,9.14E-04,3.37E-05,0.00220218,2.53E-04,3.51E-04,0.003192826,0.005360734,0.2044015,0.00799423,0.07758085,5.80E-04,0.1208186,0.263969,9.154131,9.84E-05,520303.6,-0.003165422,0.001247537,8.15E-05,6.12E-04,-1.32E-04,1.39E-04,-0.001279487,-8.42E-05,-0.006335993,-0.001423486,520306.4,-0.003165426,0.001247556,8.15E-05,6.12E-04,-1.32E-04,1.39E-04,-0.001279465,-8.42E-05,-0.006336098,-0.001423517
0.1095659,1.44E-04,6.283185,3.141593,6.283185,761.1846,0.2353964,-5.62E+08,1133.147,1.47E+08,1133.147,1,0.203841,0.01112869,2.34E-04,0.002422756,0.008624369,5.90E-05,7.33E-04,0.02783256,1.34E-04,0.001781696,5.18E-04,0.04084107,0.004244253,0.004238982,2.65E-04,0.004404985,2.70E-05,9.22E-04,3.42E-05,0.002215902,2.56E-04,3.53E-04,0.003213945,0.005391597,0.2041563,0.008044079,0.07756848,5.86E-04,0.1205698,0.2635942,9.153018,9.84E-05,520241.2,-0.003174593,0.00125183,8.24E-05,6.18E-04,-1.34E-04,1.41E-04,-0.001283471,-8.75E-05,-0.00636063,-0.00142964,520244.3,-0.0031746,0.001251852,8.24E-05,6.18E-04,-1.34E-04,1.41E-04,-0.001283449,-8.75E-05,-0.006360751,-0.001429675
0.1097072,1.44E-04,6.283185,3.141593,6.283185,761.1834,0.2353964,-5.61E+08,1133.129,1.47E+08,1133.129,1,0.2038405,0.01113921,2.33E-04,0.002424749,0.008632309,5.91E-05,7.34E-04,0.02785584,1.34E-04,0.001783143,5.19E-04,0.04087744,0.004246131,0.004242406,2.65E-04,0.004408833,2.71E-05,9.23E-04,3.43E-05,0.002217597,2.56E-04,3.54E-04,0.003216557,0.005395409,0.204126,0.008050242,0.07756695,5.86E-04,0.120539,0.2635479,9.152881,9.84E-05,520233.4,-0.003175716,0.001252355,8.25E-05,6.18E-04,-1.34E-04,1.41E-04,-0.001283961,-8.79E-05,-0.006363657,-0.001430396,520236.5,-0.003175723,0.001252378,8.25E-05,6.18E-04,-1.34E-04,1.41E-04,-0.001283939,-8.79E-05,-0.006363778,-0.001430432
0.1102716,1.45E-04,6.283185,3.141593,6.283185,761.1786,0.2353964,-5.61E+08,1133.054,1.47E+08,1133.054,1,0.2038388,0.01118119,2.33E-04,0.002432694,0.008664067,5.95E-05,7.36E-04,0.02794878,1.35E-04,0.001788914,5.20E-04,0.04102252,0.004253598,0.00425612,2.66E-04,0.004424177,2.73E-05,9.26E-04,3.45E-05,0.002224353,2.58E-04,3.55E-04,0.003226973,0.005410599,0.204005,0.008074809,0.07756085,5.89E-04,0.1204163,0.263363,9.152332,9.84E-05,520202.5,-0.003180178,0.001254444,8.29E-05,6.21E-04,-1.35E-04,1.42E-04,-0.001285912,-8.95E-05,-0.006375705,-0.001433406,520205.8,-0.003180187,0.001254468,8.29E-05,6.21E-04,-1.35E-04,1.42E-04,-0.00128589,-8.95E-05,-0.006375833,-0.001433443
0.1103554,1.45E-04,6.283185,3.141593,6.283185,761.1779,0.2353964,-5.59E+08,1133.042,1.47E+08,1133.042,1,0.2038385,0.01118741,2.33E-04,0.002433871,0.008668751,5.95E-05,7.37E-04,0.02796253,1.35E-04,0.001789769,5.21E-04,0.04104402,0.004254699,0.004258131,2.66E-04,0.004426449,2.74E-05,9.27E-04,3.45E-05,0.002225353,2.58E-04,3.55E-04,0.003228514,0.005412846,0.203987,0.008078438,0.07755994,5.90E-04,0.1203982,0.2633356,9.152251,9.84E-05,520197.9,-0.00318084,0.001254754,8.30E-05,6.21E-04,-1.35E-04,1.42E-04,-0.001286202,-8.98E-05,-0.006377494,-0.001433852,520201.2,-0.003180848,0.001254777,8.30E-05,6.21E-04,-1.35E-04,1.42E-04,-0.001286179,-8.98E-05,-0.006377622,-0.001433889
0.1107694,1.45E-04,6.283185,3.141593,6.283185,761.1744,0.2353964,-5.58E+08,1132.988,1.47E+08,1132.988,1,0.2038372,0.01121813,2.32E-04,0.002439678,0.008691927,5.98E-05,7.38E-04,0.02803044,1.36E-04,0.001793984,5.22E-04,0.0411501,0.004260126,0.004268107,2.67E-04,0.004437664,2.75E-05,9.30E-04,3.47E-05,0.002230287,2.59E-04,3.56E-04,0.00323612,0.005423929,0.2038986,0.008096372,0.07755548,5.92E-04,0.1203085,0.2632005,9.151851,9.84E-05,520175.3,-0.003184084,0.001256272,8.33E-05,6.23E-04,-1.35E-04,1.43E-04,-0.001287626,-9.10E-05,-0.006386274,-0.001436041,520178.7,-0.003184092,0.001256296,8.33E-05,6.23E-04,-1.35E-04,1.43E-04,-0.001287602,-9.10E-05,-0.006386404,-0.001436079
0.1111176,1.46E-04,6.283185,3.141593,6.283185,761.1715,0.2353964,-5.56E+08,1132.942,1.47E+08,1132.942,1,0.2038362,0.0112439,2.32E-04,0.002444547,0.008711331,6.01E-05,7.40E-04,0.02808736,1.37E-04,0.001797521,5.23E-04,0.04123914,0.004264663,0.004276431,2.68E-04,0.004447075,2.77E-05,9.32E-04,3.49E-05,0.002234424,2.60E-04,3.57E-04,0.003242506,0.005433224,0.2038243,0.008111423,0.07755173,5.93E-04,0.1202333,0.263087,9.151515,9.84E-05,520156.2,-0.003186789,0.001257537,8.36E-05,6.24E-04,-1.36E-04,1.43E-04,-0.001288813,-9.20E-05,-0.006393606,-0.001437871,520159.6,-0.003186796,0.001257561,8.36E-05,6.24E-04,-1.36E-04,1.43E-04,-0.001288789,-9.20E-05,-0.006393738,-0.001437909
